file,subset,label,duration_s,segments
b0256.wav,training-b,1,8.0,7
b0257.wav,training-b,-1,8.0,7
b0258.wav,training-b,1,8.0,7
b0259.wav,training-b,1,8.0,7
b0260.wav,training-b,1,8.0,7
b0261.wav,training-b,1,8.0,7
b0262.wav,training-b,-1,8.0,7
b0263.wav,training-b,-1,8.0,7
b0264.wav,training-b,1,8.0,7
b0265.wav,training-b,-1,8.0,7
b0266.wav,training-b,1,8.0,7
b0267.wav,training-b,-1,8.0,7
b0268.wav,training-b,1,8.0,7
b0269.wav,training-b,1,8.0,7
b0270.wav,training-b,1,8.0,7
b0271.wav,training-b,-1,8.0,7
b0272.wav,training-b,1,7.45,6
b0273.wav,training-b,-1,7.28,6
b0274.wav,training-b,1,8.0,7
b0275.wav,training-b,1,8.0,7
b0276.wav,training-b,1,8.0,7
b0277.wav,training-b,1,8.0,7
b0278.wav,training-b,-1,8.0,7
b0279.wav,training-b,-1,8.0,7
b0280.wav,training-b,-1,8.0,7
b0281.wav,training-b,1,8.0,7
b0282.wav,training-b,1,8.0,7
b0283.wav,training-b,1,8.0,7
b0284.wav,training-b,-1,8.0,7
b0285.wav,training-b,1,8.0,7
b0286.wav,training-b,1,8.0,7
b0287.wav,training-b,1,8.0,7
b0288.wav,training-b,1,8.0,7
b0289.wav,training-b,1,8.0,7
b0290.wav,training-b,1,8.0,7
b0291.wav,training-b,1,7.96,6
b0292.wav,training-b,-1,7.73,6
b0293.wav,training-b,1,8.0,7
b0294.wav,training-b,1,8.0,7
b0295.wav,training-b,-1,8.0,7
b0296.wav,training-b,1,8.0,7
b0297.wav,training-b,1,8.0,7
b0298.wav,training-b,1,8.0,7
b0299.wav,training-b,-1,8.0,7
b0300.wav,training-b,1,8.0,7
b0301.wav,training-b,1,8.0,7
b0302.wav,training-b,1,8.0,7
b0303.wav,training-b,1,8.0,7
b0304.wav,training-b,1,8.0,7
b0305.wav,training-b,1,8.0,7
b0306.wav,training-b,1,8.0,7
b0307.wav,training-b,-1,8.0,7
